Title,Authors,Contributors,ISBN,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Starsight,Brandon Sanderson,"","",,to-read,2019/12/03,"","",0,"",,,,,,,,,"",,"physical-copy, chill",Yes
The Boy Who Steals Houses,C.G. Drews,"",,,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",No
The Four Profound Weaves,R.B. Lemberg,"","",,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"",No
The Legend of Korra: Turf Wars Part Three,Michael Dante DiMartino,"Irene Koh (Illustrator), Killian Ng (Illustrator)",9781506701851,paperback,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Each Of Us A Desert,Mark Oshiro,"",,,to-read,2020/11/11,"","",0,"",,,,,,,,,"",,ya-sff-by-aoc-2020,No
Queen of the Conquered,Kacen Callender,"","",digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, priority, ebook",Yes
Edgedancer,Brandon Sanderson,"","",,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
LaGuardia,"Tana Ford, Nnedi Okorafor","",,,read,,2020/07/05,2020/07/05,1,"",medium,,No,Yes,Yes,No,3.5,<div>Interesting story highlighting racism and prejudice with aliens and cool art.</div>,"",,"",No
The Once and Future King 1-4,T.H. White,"","",,read,2015/01/08,2016/10/03,2016/10/03,1,"",,,,,,,3.0,,"",,"",No
A Time of Blood,John Gwynne,"",,,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
High Queen,Nancy McKenzie,"",,,read,2013/01/18,"","",1,"",,,,,,,4.0,,"",,"",No
Children of Virtue and Vengeance,Tomi Adeyemi,"","",,to-read,2020/06/22,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
Six of Crows,Leigh Bardugo,"","",digital,read,,2018/01/03,2018/01/03,1,"",,,,,,,4.0,,"",,"",No
Steelheart,Brandon Sanderson,"","",,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Cold Fire,Tamora Pierce,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
"The Legend of Korra: Turf Wars, Part One","Irene Koh, Michael Dante DiMartino","",9781630087470,digital,read,2021/02/07,2021/02/07,2021/02/07,1,adventurous,medium,A mix,No,Yes,Yes,No,3.5,,"","","",No
The Tiger at Midnight,Swati Teerdhala,"","",,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"",No
Lud-in-the-Mist,Hope Mirrlees,"",9781593600419,paperback,did-not-finish,2018/08/07,"","",0,"",,,,,,,,,"",,"",No
"Rat Queens, Vol 2: The Far Reaching Tentacles of N'rygoth",Kurtis J. Wiebe,"Stjepan Sejic (Illustrator), Roc Upchurch (Illustrator)",9781632150400,paperback,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"","",,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
The Prey of Gods,Nicky Drayden,"",,,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"",No
Invisible Differences,Julie Dachez,Mademoiselle Caroline (Illustrator),9781620107669,hardcover,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Harry Potter and the Chamber of Secrets,J.K. Rowling,Mary GrandPré (Illustrator),9780439064866,hardcover,read,,"","",1,"",,,,,,,4.0,,"",,"",No
The Alloy of Law,Brandon Sanderson,"","",,read,,2016/08/16,2016/08/16,1,"",,,,,,,5.0,,"",,"",No
The Three-Body Problem,Cixin Liu,Ken Liu (Translator),9780765382030,paperback,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Network Effect,Martha Wells,"",9781250229847,digital,read,2021/07/09,2021/11/10,2021/11/01-2021/11/10,1,"adventurous, funny, mysterious",fast,A mix,Yes,Yes,Yes,Yes,5.0,"<div>I didn't expect to love Network Effect this much. When I read All Systems Red, I thought it was alright but not really my thing, wasn't intending to continue. But then the books just kept getting nominated for awards and so I kept at it. By the time I read novellas 3 and 4 this year, I was really enjoying the series and genuinely looking forward to Network Effect but even so it blew past my expectations. <br><br>Our dear Murderbot has a hard time this book dealing with kidnapping, battles, an adolescent and old friends that care about it. I feel like the whole vibe of this book is ""oh no, I'm having an emotion, that's inconvenient"". Well that with added shooting and explosions. I love the character development in this series, Murderbot grows so much as a person and the way it comes to realize that it has people who care and don't view it at dispensible makes my heart warm.<br><br>It's action packed and has a great plot, but lucky for me it didn't require a huge amount of energy to read. Not only was I was able to read it after a tiring day at work without zoning out but often I would sit down to read for twenty minutes and look up an hour later realising I should probably go to bed. It was funny and it was gripping and it made me happy. <br><br><br></div>","","","priority, ebook, kobo",Yes
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman","","",,read,,2014/05/01,2014/05/01,1,"",,,,,,,3.0,,"",,"",No
The First Sister,Linden A. Lewis,"",9781982126995,hardcover,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Crooked Kingdom,Leigh Bardugo,"",9781780622309,paperback,read,,2018/04/06,2018/04/06,1,"",,,,,,,4.0,,"",,"",No
Babel-17,Samuel R. Delany,"",9780575101838,digital,to-read,2021/10/31,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Ascent to Godhood,Neon Yang,"",9781250165886,paperback,read,2019/09/20,2019/09/20,2019/09/20,1,"",,,,,,,4.0,This was one of my favourites in the series. The story of the Protector from someone who both loves and hates her and the journey between the two.,"",,"",No
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"","",,read,2020/09/21,2020/12/28,2020/12/28,1,informative,medium,,,,,,4.0,"","","","",No
Semiosis,Sue Burke,"",,,did-not-finish,2019/11/03,"","",0,"",,,,,,,,<div>So the concept is really cool and I liked the writing for the most part but it switches to a new generation/character every chapter and my brain can't deal with that right now. I need more character development and plot.</div>,Moderate: Rape; ,"",physical-copy,Yes
The Well of Ascension,Brandon Sanderson,"",9780765316882,hardcover,read,,2016/06/19,2016/06/19,1,"",,,,,,,5.0,,"",,"",No
The Psychology of Time Travel,Kate Mascarenhas,"",9781683319443,hardcover,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,prime-reading,No
Solitaire,Alice Oseman,"","",paperback,read,2019/07/01,2019/07/03,2019/07/03,1,"",,,,,,,5.0,,"",,"",Yes
"Descender, Vol. 1: Tin Stars",Jeff Lemire,Dustin Nguyen (Illustrator),9781632154262,paperback,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
"Giant Days, Vol. 6","John Allison, Max Sarin, Liz Fleming, Whitney Cogar","",9781613987056,digital,to-read,2020/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Realm of Ash,Tasha Suri,"",,,read,2019/11/10,2019/11/13,2019/11/13,1,"emotional, dark, adventurous",slow,,Yes,Yes,It's complicated,No,5.0,"This drew me in with a quiet intensity until it was all I could think about. Realm of Ash deals perfectly with grief, with the scars that can be left by those who love you and with the shackles of trying to belong. Arwa's journey begins where most end, she is widowed, full of grief, fear and rage. Her response, try to save the cursed empire from its fate. The characters in this book shine, especially Arwa and Zahir, and it's wonderful to watch how their dynamic changes though the story. The world building and politics are also strong but the magic system we explore in this book is stunning. It is dark, beautiful and terrifying, as well as being unlike anything I've ever read.","",,"",Yes
Street Magic,Tamora Pierce,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
Fool's Fate,Robin Hobb,"","",,read,2013/01/18,"","",1,"",,,,,,,5.0,,"",,"",No
Red Sister,Mark Lawrence,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Watchmaker of Filigree Street,Natasha Pulley,"",9781408854280,hardcover,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Roverandom,"Wayne G. Hammond, J.R.R. Tolkien, Christina Scull","",,,read,2019/04/13,2019/04/13,2019/04/13,1,"",,,,,,,3.0,Fun little read about a dog having adventures. Can't see myself rereading it unless I'm reading it to a child.,"",,"",Yes
More Happy Than Not,Adam Silvera,"","",,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Ashes of Honor,Seanan McGuire,"","",digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Foxglove Summer,Ben Aaronovitch,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Penelopiad,Margaret Atwood,"","",hardcover,read,,2019/01/26,2019/01/26,1,"",,,,,,,4.0,This was an impulse buy but it paid off as I really enjoyed it. I found the perspective of a disillusioned Penelope looking back at her life long after it has ended a really interesting device. Her life was long enough ago that she can criticize herself but you're also not sure how reliable a narrator she really is. There were also periodic interludes in the afterlife which were brilliant and really fun to read.,"",,"",Yes
Guinevere's Gift,Nancy McKenzie,"",,,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
Neverwhere,Neil Gaiman,"",0060557818,paperback,read,,2016/02/05,2016/02/05,1,"",,,,,,,3.0,,"",,"",No
Once & Future Vol. 3,Kieron Gillen,Dan Mora (Illustrator),9781684157037,paperback,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Rivers of London,Ben Aaronovitch,"",9780575097575,paperback,read,2017/04/06,2018/01/01,2018/01/01,1,"",,,,,,,4.0,,"",,"",No
The Storm Crow,Kalyn Josephson,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
On a Sunbeam,Tillie Walden,"",9781250178138,paperback,read,2019/07/14,2019/07/14,2019/07/14,1,"",,,,,,,4.0,"Gorgeous world, great characters and I think I may need to buy a physical copy of this one.","",,"",Yes
When the Moon Was Ours,Anna-Marie McLemore,"","",,to-read,2020/09/07,"","",0,"",,,,,,,,,"",,"",No
Catching Fire,Suzanne Collins,"",9780439023498,hardcover,read,,2015/09/13,2015/09/13,1,"",,,,,,,4.0,,"",,"",No
The Deep,"Rivers Solomon, Daveed Diggs, Jonathan Snipes, William Hutson","",9781534439887,digital,read,2020/04/21,2020/06/12,2020/06/12,1,"reflective, emotional, dark",medium,,Yes,Yes,Yes,Yes,5.0,"<div>As Historian, Yetu remembers the entire painful history of the wanjinru, who are descendents of the children of pregnant slaves thrown off slaves ships. The ocean transformed them and they survived but their history was deemed to traumatic for everyone to remember but too important to forget. <br><br>Yetu is torn between her duty to her people and wanting to save herself from the memories that are destroying her. The Deep is a beautiful exploration of her journey and glimpses into the past of the wanjinru. </div>","",,"",Yes
Darkspell,Katharine Kerr,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
"Rat Queens, Vol 1: Sass and Sorcery",Kurtis J. Wiebe,"","",digital,read,2020/11/28,2021/02/23,2021/02/20-2021/02/23,1,"adventurous, dark, funny",fast,A mix,No,Yes,Yes,It's complicated,4.0,"","","","comixology, ebook",Yes
Killing Gravity,Corey J. White,"",9780765396310,paperback,read,2020/05/09,2020/05/09,2020/05/09,1,"tense, dark, adventurous",fast,,No,It's complicated,Yes,Yes,4.5,"<div>This was such an adventure. I got pulled in immediately and was hooked. Mars is ruthless, extremely violent and pretty unstable but, considering who is after her and what they did, it makes complete sense. Read for space battles with powers, a cute animal sidekick, a casually queer universe and an intense fast paced plot. Really looking forward to the rest of the series.</div>","",,"",No
The Marrow Thieves,Cherie Dimaline,"",9781770864870,digital,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"",No
Valor,John Gwynne,"",,,read,2018/09/28,2018/10/03,2018/10/03,1,"",,,,,,,5.0,This book has shown me that when tears are in your eyes it makes words blurry and hard to read. I may write a longer review when I can think again...,"",,"",Yes
The Two Towers,J.R.R. Tolkien,"",9780261103580,paperback,read,,"","",1,"",,,,,,,5.0,,"",,"",No
Dracula,Bram Stoker,"","",,read,2020/11/02,"","",1,"",,,,,,,,,"",,"",No
The Broken Heavens,Kameron Hurley,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
A Crown of Wishes,Roshani Chokshi,"",9781250085504,digital,to-read,2020/08/21,"","",0,"",,,,,,,,,"",,physical-copy,Yes
A Song for a New Day,Sarah Pinsker,"",,,to-read,2020/02/23,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
Beneath the Citadel,Destiny Soria,"","",,to-read,2021/01/14,"","",0,"",,,,,,,,,"",,"",No
Come Tumbling Down,Seanan McGuire,"",9780765399311,hardcover,read,2020/01/22,2020/01/23,2020/01/23,1,"dark, adventurous",fast,,No,Yes,Yes,Yes,4.0,<div>Another fabulous novella. Loved seeing the gang back together in the disturbing setting of the Moors. </div>,"",,"",Yes
State of Sorrow,Melinda Salisbury,"",,,read,2019/02/28,2019/03/02,2019/03/02,1,"",,,,,,,4.0,,"",,"",Yes
A Storm of Swords,George R.R. Martin,"",,,read,2014/01/06,2013/08/01,2013/08/01,1,"",,,,,,,3.0,,"",,"",No
"The Way of Kings, Part 2",Brandon Sanderson,"",9780575102484,paperback,read,2017/04/19,2017/04/19,2017/04/19,1,"",,,,,,,5.0,"I am in awe of this book. After the set up of the first half, here the different threads keep getting better and begin drawing together. The world is incredibly detailed both in the nature and in the different cultures and traditions/religions. I thought it was done well in Mistborn but this is on another level. The viewpoint characters are also amazingly​ vivid. I almost can't wait to read Words of Radiance but I want to spread them out so I read it closer to Oathbringer.","",,"",No
I'm Waiting for You and Other Stories,Kim Bo-young,"Sung Ryu (Translator), Sophie Bowman (Translator)",9780008433819,digital,to-read,2021/05/20,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
Graceling,Kristin Cashore,"","",,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
The Winter of the Witch,Katherine Arden,"","",,read,2018/02/10,2019/01/09,2019/01/09,1,"",,,,,,,4.0,"I'm torn between 4 and 5 stars here so maybe 4.5? Once again the world is wonderfully done and I really liked a lot of the new characters/creatures that were introduced. If you liked the first two you'll definitely enjoy this conclusion. My only reservation is that so much happens in this book, way more than in the other two, and there were some ideas that could have been developed better. I wish it was either longer or something had been taken out. I wanted to dwell, to feel more anticipation, more gradual character growth but there wasn't time for that.","",,"",Yes
